2022年度  京都女子大学授業科目開講一覧表
月
1731: [後期] コリア語ⅠB2、呉 珉庚 C403 
1733: [後期] コリア語ⅠB2、金 情浩 C201
2040: [前期] 生涯学習概論、飯田 優美 E102
4626: [前期] 法学アプローチ、澤 敬子 ★
4625: [前期] 経済学アプローチ、鳥谷　一生 ★
2041: [後期] 生涯学習概論、飯田 優美 E102
4637: [後期] 東洋史概論、山口 正晃 E101
4634: [後期] 国際関係論アプローチ、戸田 真紀子 ★
4621: 現社1A [後期] 社会データ処理基礎、奥井 亜紗子 ★
4622: 現社1B [後期] 社会データ処理基礎、柿原　真奈 ★
3064: [前期] 歴史地理学概論、中村 武生 C311
4752: [前期] 福祉と家族、神原 知香 C401 
4758: [前期] 政治過程論、松本 充豊 E005 
4788: [前期] 現代アフリカ論、守屋三佐江 C504
2003: [前期] キャリア開発Ⅱ、森野 和子 C402
2004: [前期] キャリア開発Ⅱ、松田 雅子 E004・
2005: [前期] キャリア開発Ⅱ、門永 美保 C309・
4767: [前期] 経営戦略論、江 向華 ★
4738: [前期] 倫理学、江口 聡 ★
4698: [後期] 専門中国語Ⅰ、加藤 聰 C211
4757: [後期] 国際結婚論、嘉本 伊都子 C306
4802: [後期] Japan Studies 2、ティム カワニシ ヤング Y102
2110: 英現法2+福（旧カリ） [後期] 道徳教育論、徳永 正直
E103
2260: [後期] 博物館教育論、吉中 充代 ★
4774: [後期] 組織マネジメント論、江 向華 ★
4772: [後期] 金融論、鳥谷　一生 ★
4949: [前期] 演習Ⅲ、江口 聡 Y102
4950: [前期] 演習Ⅲ、掛谷 純子 Y307
4951: [前期] 演習Ⅲ、奥井 亜紗子 F113
4952: [前期] 演習Ⅲ、正木 大貴 C202
4953: [前期] 演習Ⅲ、松本 充豊 S313
4954: [前期] 演習Ⅲ、坂爪 聡子 S208
4955: [前期] 演習Ⅲ、澤 敬子 S212・
4956: [前期] 演習Ⅲ、道越 秀吾 F305・
4957: [前期] 演習Ⅲ、霜田 求 F111・
4958: [前期] 演習Ⅲ、森久 聡 S306・
4959: [前期] 演習Ⅲ、宮下 健輔 S207・
4960: [前期] 演習Ⅲ、中山 貴夫 S209・
4962: [前期] 演習Ⅲ、松田 哲 C507・
4963: [前期] 演習Ⅲ、林 忠行 研究室
4964: [前期] 演習Ⅲ、中田　兼介 S309・
4965: [前期] 演習Ⅲ、城戸 英樹 S213・
4966: [前期] 演習Ⅲ、鳥谷　一生 Y101・
4967: [前期] 演習Ⅲ、諏訪 亜紀 C506・
4969: [前期] 演習Ⅲ、藤井 隆道 Y208
4970: [前期] 演習Ⅲ、中道 仁美 F112・
4971: [前期] 演習Ⅲ、丸野 由希 Y303・
4972: [前期] 演習Ⅲ、濱崎 由紀子 F109・
4973: [前期] 演習Ⅲ、嘉本 伊都子 研究室
5075: [前期] 演習Ⅲ、佐藤 若菜 F307
5076: [前期] 演習Ⅲ、江 向華 F110
2264: [後期] 博物館実習Ⅰ(学内)、高井 多佳子 J001・
4974: [後期] 演習Ⅳ、江口 聡 Y206
4975: [後期] 演習Ⅳ、掛谷 純子 S309
4976: [後期] 演習Ⅳ、奥井 亜紗子 F110
4977: [後期] 演習Ⅳ、正木 大貴 Y202・
4978: [後期] 演習Ⅳ、松本 充豊 S313
4979: [後期] 演習Ⅳ、坂爪 聡子 S306
4980: [後期] 演習Ⅳ、澤 敬子 E104-2・
4981: [後期] 演習Ⅳ、道越 秀吾 F305・
4982: [後期] 演習Ⅳ、霜田 求 Y205・
4983: [後期] 演習Ⅳ、森久 聡 S212
4984: [後期] 演習Ⅳ、宮下 健輔 S207・
4985: [後期] 演習Ⅳ、中山 貴夫 S209・
4986: [後期] 演習Ⅳ、戸田 真紀子 Y101・
4987: [後期] 演習Ⅳ、松田 哲 C203・
4988: [後期] 演習Ⅳ、中田　兼介 S208・
4989: [後期] 演習Ⅳ、城戸 英樹 Y209・
4990: [後期] 演習Ⅳ、鳥谷　一生 F113・
4991: [後期] 演習Ⅳ、諏訪 亜紀 Y303・
4993: [後期] 演習Ⅳ、藤井 隆道 Y208
4994: [後期] 演習Ⅳ、中道 仁美 S314
4995: [後期] 演習Ⅳ、丸野 由希 C507・
4996: [後期] 演習Ⅳ、濱崎 由紀子 F109・
4997: [後期] 演習Ⅳ、嘉本 伊都子 研究室
4998: [後期] 演習Ⅳ、林 忠行 研究室
5077: [後期] 演習Ⅳ、佐藤 若菜 S213
5078: [後期] 演習Ⅳ、江 向華 C303
4876: [前期] 専門英語Ⅲ、ティム カワニシ ヤング S212
4913: [前期] 情報理論、宮下 健輔 S207
4933: [前期] フィールド・ワークⅠ、森久 聡 S209・
2265: [後期] 博物館実習Ⅰ(学内)、廣田 孝 J001・ 
4918: [後期] 知能情報学、池田　和司 E002
4934: [後期] フィールド・ワークⅡ、森久 聡 S314 
4941: [後期] ネットワーク運用、宮下 健輔 S207
5006: [前期] 演習Ⅴ、掛谷 純子 C201
5008: [前期] 演習Ⅴ、奥井 亜紗子 Y301
5011: [前期] 演習Ⅴ、坂爪 聡子 研究室
5015: [前期] 演習Ⅴ、嘉本 伊都子 S110
5020: [前期] 演習Ⅴ、城戸 英樹 S313・
5022: [前期] 演習Ⅴ、諏訪 亜紀 Y303・
5026: [前期] 演習Ⅴ、丸野 由希 研究室・
5029: [前期] 演習Ⅴ、澤 敬子 E003
2146: 英現法3 [前期] 生徒指導論、井上 影嗣 Y201
4891: 現社3＋他学科3 [前期] メディア文化論、比護遥 ★
4909: [前期] 会計学、井上 秀一 ★
2255: [前期] 博物館資料保存論、中川 正人 ★
4911: 現社3＋他学科4 [後期] 教育経済学、坂爪 聡子 ★
4944: [後期] 特講D、井上 秀一 ★
4893: [後期] 人間関係の心理学、正木 大貴 ★
水
１
回
生
２
回
生
３
回
生
４
回
生
水
４
回
生
5031: [後期] 演習Ⅵ、掛谷 純子 C212
5034: [後期] 演習Ⅵ、正木 大貴 F307
5035: [後期] 演習Ⅵ、松本 充豊 S309
5036: [後期] 演習Ⅵ、坂爪 聡子 S213
5044: [後期] 演習Ⅵ、城戸 英樹 Y209・
5046: [後期] 演習Ⅵ、諏訪 亜紀 Y304
5050: [後期] 演習Ⅵ、丸野 由希 研究室・
5053: [後期] 演習Ⅵ、澤 敬子 Y202
2110: 英現法2+福（旧カリ５回生以上） [後期] 道徳教育論、
徳永 正直 E103
木
１
回
生
２
回
生
３
回
生
４
回
生
１講時 （8:50 ～ 10:20）
２講時 （10:35 ～ 12:05）
３講時 （13:00 ～ 14:30）
４講時 （14:45 ～ 16:15）
５講時 （16:30 ～ 18:00）
６講時 （18:10 ～ 19:40）
７講時 （オンデマンド）
1799: 現社1B [前期] 情報リテラシー基礎、髙橋 為子 S108
1800: 現社1B [前期] 情報リテラシー基礎、坂本 美奈子 S109
1801: 現社1B [前期] 情報リテラシー基礎、北邑 直己 S027
1802: 現社1B [前期] 情報リテラシー基礎、奥村 命子 E004
4601: 現社1A [前期] 現代社会入門Ⅰ、江口 聡 ★
4602: 現社1B [前期] 現代社会入門Ⅰ、谷川　嘉浩★
4603: 現社1A [前期] 現代社会入門Ⅱ、松田・松本・城戸・林
★
4604: 現社1B [前期] 現代社会入門Ⅱ、松田・林・城戸・
松本 ★
4692: [前期] 専門英語Ⅰ、ドレイトンジェイムズマイケル Y205 
4720: [前期] 社会データ分析入門、奥井 亜紗子 S107 
4721: [前期] 社会データ分析入門、高松　礼奈 S108 
4722: [前期] 社会データ分析入門、西岡 暁廣 S110
4702: [後期] 専門英語Ⅱ、ドレイトンジェイムズマイケル Y205 
4726: [後期] 社会データ分析実践、重村 壮平 S110 
4728: [後期] 社会データ分析実践、高松　礼奈 S108 
4729: [後期] 社会データ分析実践、西岡 暁廣 S107
4693: [前期] 専門英語Ⅰ、ドレイトンジェイムズマイケル Y205
4694: [前期] 専門英語Ⅰ、正木 大貴 S213
4695: [前期] 専門英語Ⅰ、中田　兼介 S209
4696: [前期] 専門英語Ⅰ、濱崎 由紀子 E104-2・
4697: [前期] 専門英語Ⅰ、亘 明志 S212
4723: [前期] 社会データ分析入門、高松　礼奈 S109
4724: [前期] 社会データ分析入門、重村 壮平 S110
4725: [前期] 社会データ分析入門、西岡 暁廣 S107
5061: [前期] 専門英語Ⅰ、佐藤 若菜 E102
5062: [前期] 専門英語Ⅰ、江 向華 C504
4703: [後期] 専門英語Ⅱ、ドレイトンジェイムズマイケル Y205
4704: [後期] 専門英語Ⅱ、中田　兼介 S209・
4705: [後期] 専門英語Ⅱ、江 向華 F111
4706: [後期] 専門英語Ⅱ、江口 聡 S213
4707: [後期] 専門英語Ⅱ、城戸 英樹 S208
